anime_id,name,score,type,episodes,popularity,members,favorites,Action,Adventure,Comedy,Demons,Drama,Ecchi,Fantasy,Hentai,Historical,Horror,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Romance,School,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Space,Sports,Super Power,Supernatural
39738,Mushishi Recap,6.47,Special,1.0,9706,1431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.4,Movie,1.0,824,184398,716,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39760,Bai Niao Gu,6.5,Movie,1.0,12530,435,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39761,Saezuru Tori wa Habatakanai: The Clouds Gather,7.57,Movie,1.0,3900,17706,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39783,5-toubun no Hanayome ∬,8.05,TV,12.0,595,245999,4100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
39790,Adachi to Shimamura,7.21,TV,12.0,1342,104719,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39792,Eizouken ni wa Te wo Dasu na!,8.17,TV,12.0,698,211247,2338,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
39794,Soshite Watashi wa Ojisan ni...,6.28,OVA,12.0,8760,2081,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39795,Ochi Mono RPG Seikishi Luvilias,6.83,OVA,4.0,6626,4751,29,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39799,Val x Love,5.89,TV,12.0,1977,61341,125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
39800,Joshi Luck!,7.06,OVA,2.0,5583,7289,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
39803,Boku to Sensei to Tomodachi no Mama,6.04,OVA,2.0,8100,2669,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39806,Mugen no Juunin: Immortal,7.36,ONA,24.0,2199,52218,206,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39808,Non Non Biyori Nonstop,8.35,TV,12.0,2322,47968,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39811,Fairy Gone 2nd Season,6.39,TV,12.0,2756,34744,43,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39819,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,7.29,OVA,1.0,2430,43775,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
39836,Yami Shibai 7,5.93,TV,13.0,4577,11916,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39842,Onna Maou Melissa no H na Boukenki,5.63,ONA,2.0,9897,1306,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39846,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Special,6.54,Special,1.0,6225,5540,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39849,Kyouryuu Shoujo Gauko,6.11,ONA,20.0,10264,1100,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39872,Chiruri,5.83,ONA,1.0,12401,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39912,Wan Jie Xian Zong 2nd Season,7.36,ONA,40.0,9562,1511,6,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39921,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,7.35,Movie,1.0,3101,27895,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39940,Shokugeki no Souma: Shin no Sara,7.76,TV,12.0,373,355360,1266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,6.9,TV,11.0,4057,15837,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.83,TV,12.0,3844,17915,36,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39959,Ani ni Tsukeru Kusuri wa Nai! 3,7.67,TV,12.0,3524,21605,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
39960,Yatogame-chan Kansatsu Nikki Nisatsume,6.31,TV,12.0,4482,12495,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
39963,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,6.0,TV,8.0,4154,15143,106,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39966,Tamayomi,5.73,TV,12.0,3302,24625,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39972,Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki,7.13,OVA,2.0,5735,6780,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
39979,Business Fish,5.57,TV,6.0,7821,2998,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39987,Strike Witches: 501 Butai Hasshin Shimasu! Movie,6.52,Movie,1.0,7197,3848,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39988,Isekai Quartet 2,7.38,TV,12.0,951,155951,258,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39990,Vlad Love,5.94,TV,12.0,3434,22816,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39991,Promare: Galo-hen,6.92,ONA,1.0,4075,15707,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39993,Isekai Quartet Relay PV,6.32,Special,4.0,7444,3505,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39995,Super Senko-san Time Episode 12,6.93,Special,1.0,5283,8320,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39999,Carole & Tuesday: Gus to Roddy no Kaisouroku,6.49,Special,1.0,7673,3202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
40004,Bokutachi wa Benkyou ga Dekinai!,7.36,TV,13.0,860,173795,560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
40005,Quanzhi Fashi IV,7.34,ONA,12.0,4169,15003,60,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40010,Ishuzoku Reviewers,7.58,TV,12.0,444,311653,19223,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40013,Carole & Tuesday Specials,5.79,ONA,8.0,6645,4721,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40022,Onii-chan Asa made Zutto Gyutte Shite!,6.68,OVA,12.0,7437,3547,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40023,Lovely ♡,7.14,OVA,12.0,6248,5507,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40028,Shingeki no Kyojin: The Final Season,9.17,TV,16.0,119,733260,44862,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40031,Mugyutto! Black Clover,6.3,ONA,8.0,5130,8944,27,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40034,Tenki no Ko CMs,6.59,Special,12.0,8045,2765,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40044,Doraemon Movie 40: Nobita no Shin Kyouryuu,7.09,Movie,1.0,9505,1553,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
40046,Id:Invaded,7.9,TV,13.0,704,211234,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
40048,Kutsujoku,6.75,OVA,2.0,6661,4684,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40052,Great Pretender,8.38,ONA,23.0,520,273035,4324,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40056,Deca-Dence,7.48,TV,12.0,738,201869,638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40059,Golden Kamuy 3rd Season,8.46,TV,12.0,1736,75226,541,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40060,BNA,7.45,ONA,12.0,681,216866,1841,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40062,Ling Jian Zun 2nd Season,7.02,ONA,30.0,10022,1231,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40064,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,6.72,Special,1.0,2742,34833,55,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40066,Madoromi no Vevara,6.56,ONA,1.0,9573,1508,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40075,Koi to Producer: EVOL×LOVE,6.12,TV,12.0,2772,34414,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
40076,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,6.66,ONA,1.0,4660,11490,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40080,Quanzhi Gaoshou Zhi Dianfeng Rongyao,8.2,Movie,1.0,3009,29445,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40082,Lupin III: The First,7.79,Movie,1.0,4205,14830,72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40083,Arifureta Shokugyou de Sekai Saikyou Specials,6.54,Special,2.0,2724,35444,91,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40085,Maesetsu!,5.78,TV,12.0,5206,8565,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40097,Tenchi Muyou! Ryououki 5th Season,6.28,OVA,6.0,8352,2464,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
40100,Nu Wushen de Canzhuo,6.84,ONA,10.0,5969,6161,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40102,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA,6.05,OVA,1.0,3112,27870,51,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40109,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,7.0,Movie,3.0,8306,2483,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40111,Nezha Zhi Mo Tong Jiang Shi,7.66,Movie,1.0,5384,7869,37,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40128,Arte,7.17,TV,12.0,1657,80684,206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
40129,Rebirth,5.34,TV,12.0,7738,3142,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40134,Mahoutsukai no Yome: Gakuin-hen,6.96,ONA,1.0,6579,4861,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40136,Oda Cinnamon Nobunaga,6.55,TV,12.0,4178,14879,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40137,ARP Backstage Pass,5.59,TV,10.0,6485,5003,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40143,Pokemon Masters: Trainers Great Gathering Special Animation,6.29,ONA,1.0,10311,1074,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40145,Yu☆Gi☆Oh!: Sevens,5.4,TV,12.0,4564,12037,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40148,22/7,6.81,TV,12.0,3028,29141,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40151,Shaonu Qianxian: Renxing Xiao Juchang,6.72,ONA,24.0,7190,3842,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40154,Hero Mask (2019),6.57,ONA,9.0,5502,7538,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
40156,Digimon Survive: Prologue Movie,6.48,ONA,1.0,6573,4829,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40157,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,6.26,Special,1.0,7643,3222,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40165,Listeners,5.38,TV,12.0,2282,49237,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40167,Cardfight!! Vanguard: Shinemon-hen,6.56,TV,31.0,8419,2396,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40176,Miru Tights: Cosplay Satsuei Tights,6.53,Special,1.0,4279,14073,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40178,Null Peta,6.4,ONA,12.0,3865,17689,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40179,Mini Toji: Yume,6.2,Special,1.0,10334,1068,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40180,Jurassic!,6.28,ONA,1.0,9747,1395,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40181,Look Plus One Piece Special Movie,5.83,ONA,1.0,8964,1896,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40192,Gundam Build Divers Re:Rise,7.03,ONA,13.0,5225,8546,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40194,Kung Fu Liaoli Niang,6.03,ONA,1.0,12451,444,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40196,Kandagawa Jet Girls,5.66,TV,12.0,3217,25815,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40197,Urashimasakatasen no Nichijou,5.96,TV,12.0,7025,4094,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40206,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,7.21,Special,1.0,2469,42428,39,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40208,Wo Kai Dongwuyuan Naxie Nian,6.37,ONA,13.0,8978,1906,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40211,Luo Xiao Hei Zhan Ji (Movie),8.35,Movie,1.0,5556,7427,104,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40212,Shigokare: Ecchi na Joshi Daisei to Doki x2 Love Lesson!! The Animation,6.55,OVA,1.0,8218,2584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40215,Aggressive Retsuko (ONA) 3rd Season,7.93,ONA,10.0,2507,41698,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40217,Naedoko Demon's Ground,5.68,ONA,1.0,10178,1141,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40221,Kami no Tou,7.66,TV,13.0,219,534804,6863,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40228,Bananya: Fushigi na Nakama-tachi,6.52,TV,13.0,5172,8694,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40230,Housekishou Richard-shi no Nazo Kantei,7.16,TV,12.0,2516,41085,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
40233,Da Zhu Zai,6.62,ONA,12.0,7176,3895,12,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40239,Arifureta Shokugyou de Sekai Saikyou Recap,5.71,Special,1.0,3666,20083,55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40246,Love Live! School Idol Festival All Stars,7.18,ONA,1.0,7630,3247,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40254,XL Joushi.,5.97,TV,8.0,3437,22659,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40256,Cannon Busters,6.47,ONA,12.0,3248,25567,66,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40262,Haikyuu!!: Riku vs. Kuu,7.8,OVA,2.0,956,155664,453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
40266,Aikatsu on Parade!,6.83,TV,25.0,7353,3632,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
40267,Wave!!: Surfing Yappe!!,6.25,Movie,3.0,3943,16928,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40269,Kengan Ashura 2nd Season,7.72,ONA,12.0,2368,46348,206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40272,A3! Season Autumn & Winter,7.26,TV,12.0,4591,11749,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40280,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,6.54,Special,1.0,5937,6217,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40295,Another World,7.13,ONA,3.0,3875,17693,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40298,Youjo Senki Movie: Manner Eizou,6.8,Movie,1.0,4517,12257,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40305,Subarashiki Kokka no Kizukikata,6.26,OVA,12.0,8665,2154,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40313,Promare: Lio-hen,7.05,ONA,1.0,4076,15883,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40314,Sekaiichi Hatsukoi: Propose-hen,7.39,Movie,1.0,4109,15616,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40315,Code Geass: Fukkatsu no Lelouch Picture Drama,6.76,Special,2.0,5084,9151,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40320,Tenka Hyakken: Meiji-kan e Youkoso!,5.06,TV,12.0,5790,6618,7,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40323,Gintama: Monster Strike-hen,7.35,ONA,2.0,5074,9260,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40327,Mewkledreamy,6.51,TV,12.0,6983,4165,14,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40331,Ongaku,7.36,Movie,1.0,7801,3017,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40334,Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,6.34,Special,1.0,7108,3998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40336,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,7.08,OVA,2.0,7132,3959,19,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40337,Aibeya The Animation,7.17,OVA,1.0,6035,5957,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40338,Iro wo Kuu Akuma,5.49,ONA,1.0,12250,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40340,Karakuri Circus,5.77,Special,1.0,11459,663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40348,Shounen Sunday CM: Detective Conan,5.55,Special,1.0,11767,583,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40351,Pokemon (2019),7.28,TV,12.0,2511,41344,337,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40358,Gal to Kyouryuu,6.45,TV,12.0,3494,22011,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40359,Ikebukuro West Gate Park,6.83,TV,12.0,1856,66395,228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40369,Mini Yuri,6.75,ONA,4.0,5527,7445,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40372,Haikyuu!! (OVA),7.76,OVA,10.0,4386,13437,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40379,Btooom!: Bakusatsu Digest,5.85,ONA,2.0,5023,9437,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40392,Runway de Waratte,7.65,TV,12.0,1646,81601,298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
40394,Zenonzard The Animation Episode 0,6.66,ONA,1.0,7424,3553,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40397,Maoujou de Oyasumi,8.04,TV,12.0,1446,96017,1000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
40398,"Hitozuma, Mitsu to Niku",6.02,OVA,12.0,8284,2520,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40399,Valkyrie Hazard,5.34,OVA,1.0,10281,1100,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40403,Shin Sakura Taisen the Animation,5.81,TV,12.0,4335,13568,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
